Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache;Validity
Seewil;3256;3;Rapperswil (BE);310;BE;2597863.927;1210589.357;de;01.07.2008
Münchenbuchsee;3053;0;Schüpfen;311;BE;2599074.466;1208968.333;de;01.07.2008
Schüpfen;3054;0;Schüpfen;311;BE;2595347.827;1209383.727;de;01.07.2008
Frieswil;3035;0;Seedorf (BE);312;BE;2588354.33;1204810.704;de;01.07.2008
Wiler b. Seedorf;3266;0;Seedorf (BE);312;BE;2590784.157;1210902.452;de;01.07.2008
Seedorf BE;3267;0;Seedorf (BE);312;BE;2591285.821;1208068.782;de;01.07.2008
Lobsigen;3268;0;Seedorf (BE);312;BE;2589364.447;1207315.228;de;01.07.2008
Aarberg;3270;0;Seedorf (BE);312;BE;2587664.096;1208911.505;de;01.07.2008
Aarwangen;4912;0;Aarwangen;321;BE;2624886.179;1231822.835;de;01.07.2008
Bützberg;4922;0;Aarwangen;321;BE;2622707.454;1230230.302;de;01.07.2008
Rohrbach;4938;0;Auswil;322;BE;2628274.912;1221287.762;de;01.07.2008
Auswil;4944;0;Auswil;322;BE;2630338.754;1220615.768;de;01.07.2008
Aarwangen;4912;0;Bannwil;323;BE;2623915.29;1232823.754;de;01.07.2008
Bannwil;4913;0;Bannwil;323;BE;2621973.166;1231910.628;de;01.07.2008
Bleienbach;3368;0;Bleienbach;324;BE;2624386.689;1225835.845;de;01.07.2008
Busswil b. Melchnau;4917;2;Busswil bei Melchnau;325;BE;2629726.996;1226369.585;de;01.07.2008
Gondiswil;4955;0;Gondiswil;326;BE;2632477.378;1221808.569;de;01.07.2008
Langenthal;4900;0;Langenthal;329;BE;2627003.643;1229684.35;de;01.07.2008
Untersteckholz;4916;0;Langenthal;329;BE;2630709.413;1228405.291;de;01.07.2008
Obersteckholz;4924;0;Langenthal;329;BE;2629320.201;1227857.468;de;01.07.2008
Bleienbach;3368;0;Lotzwil;331;BE;2624635.226;1226604.791;de;01.07.2008
Lotzwil;4932;0;Lotzwil;331;BE;2626762.323;1226475.853;de;01.07.2008
Reisiswil;4919;0;Madiswil;332;BE;2629879.873;1223251.266;de;01.07.2008
Gutenburg;4932;2;Madiswil;332;BE;2627448.578;1225771.21;de;01.07.2008
Madiswil;4934;0;Madiswil;332;BE;2627531.2;1223549.393;de;01.07.2008
Leimiswil;4935;0;Madiswil;332;BE;2625168.189;1222615.166;de;01.07.2008
Kleindietwil;4936;0;Madiswil;332;BE;2626700.389;1221183.842;de;01.07.2008
Melchnau;4917;0;Melchnau;333;BE;2631635.19;1225260.135;de;01.07.2008
Grossdietwil;6146;0;Melchnau;333;BE;2633173.362;1224021.653;de;01.07.2008
Altbüron;6147;0;Melchnau;333;BE;2633237.318;1225451.576;de;01.07.2008
Oeschenbach;4943;0;Oeschenbach;335;BE;2623238.299;1217740.598;de;01.07.2008
Reisiswil;4919;0;Reisiswil;336;BE;2630576.535;1223426.877;de;01.07.2008
Roggwil BE;4914;0;Roggwil (BE);337;BE;2628581.574;1231591.457;de;01.07.2008
Rohrbach;4938;0;Rohrbach;338;BE;2628103.227;1220309.035;de;01.07.2008
Rohrbachgraben;4938;2;Rohrbachgraben;339;BE;2627819.011;1217768.156;de;01.07.2008
Rütschelen;4933;0;Rütschelen;340;BE;2625223.874;1224664.492;de;01.07.2008
Schwarzhäusern;4911;0;Schwarzhäusern;341;BE;2624770.2;1234106.158;de;01.07.2008
Bützberg;4922;0;Thunstetten;342;BE;2623427.495;1229469.907;de;01.07.2008
Thunstetten;4922;2;Thunstetten;342;BE;2623431.812;1227486.636;de;01.07.2008
Kleindietwil;4936;0;Ursenbach;344;BE;2625945.916;1221948.254;de;01.07.2008
Ursenbach;4937;0;Ursenbach;344;BE;2624547.098;1219810.673;de;01.07.2008
Walterswil BE;4942;0;Ursenbach;344;BE;2625479.609;1219234.918;de;01.07.2008
Oeschenbach;4943;0;Ursenbach;344;BE;2624003.338;1218677.636;de;01.07.2008
Wynau;4923;0;Wynau;345;BE;2627946.136;1233949.647;de;01.07.2008
Bern;3004;0;Bern;351;BE;2601017.917;1203268.995;de;01.07.2008
Bern;3005;0;Bern;351;BE;2600860.329;1198700.153;de;01.07.2008
Bern;3006;0;Bern;351;BE;2602489.316;1199418.187;de;01.07.2008
Bern;3007;0;Bern;351;BE;2599653.537;1198699.279;de;01.07.2008
Bern;3008;0;Bern;351;BE;2598116.743;1199335.273;de;01.07.2008
Bern;3010;0;Bern;351;BE;2598942.156;1199577.405;de;01.07.2008
Bern;3011;0;Bern;351;BE;2600709.952;1199572.713;de;01.07.2008
Bern;3012;0;Bern;351;BE;2599040.684;1201167.488;de;01.07.2008
Bern;3013;0;Bern;351;BE;2600576.095;1200569.895;de;01.07.2008
Bern;3014;0;Bern;351;BE;2601505.272;1201236.046;de;01.07.2008
Bern;3015;0;Bern;351;BE;2603515.091;1198789.673;de;01.07.2008
Bern;3018;0;Bern;351;BE;2596229.026;1198089.777;de;01.07.2008
Bern;3019;0;Bern;351;BE;2593094.243;1197769.523;de;01.07.2008
Bern;3020;0;Bern;351;BE;2591033.186;1198450.192;de;01.07.2008
Bern;3027;0;Bern;351;BE;2596061.953;1200486.923;de;01.07.2008
Hinterkappelen;3032;0;Bern;351;BE;2596304.808;1201352.889;de;01.07.2008
Herrenschwanden;3037;0;Bern;351;BE;2599346.84;1202322.898;de;01.07.2008
Worblaufen;3048;0;Bern;351;BE;2602271.204;1202376.716;de;01.07.2008
Ittigen;3063;0;Bern;351;BE;2602547.344;1201920.289;de;01.07.2008
Ostermundigen;3072;0;Bern;351;BE;2603109.371;1201857.715;de;01.07.2008
Gümligen;3073;0;Bern;351;BE;2604130.437;1198619.369;de;01.07.2008
Wabern;3084;0;Bern;351;BE;2600675.67;1197827.937;de;01.07.2008
Liebefeld;3097;0;Bern;351;BE;2598904.277;1198142.952;de;01.07.2008
Niederwangen b. Bern;3172;0;Bern;351;BE;2595613.318;1197741.189;de;01.07.2008
Bolligen;3065;0;Bolligen;352;BE;2605303.208;1203675.097;de;01.07.2008
Stettlen;3066;0;Bolligen;352;BE;2606884.624;1201279.434;de;01.07.2008
Krauchthal;3326;0;Bolligen;352;BE;2607390.576;1205064.144;de;01.07.2008
Bremgarten b. Bern;3047;0;Bremgarten bei Bern;353;BE;2599803.919;1202895.428;de;01.07.2008
Herrenschwanden;3037;0;Kirchlindach;354;BE;2598567.386;1202904.693;de;01.07.2008
Kirchlindach;3038;0;Kirchlindach;354;BE;2598207.048;1205417.496;de;01.07.2008
Ortschwaben;3042;0;Kirchlindach;354;BE;2597714.435;1204169.955;de;01.07.2008
Bern;3007;0;Köniz;355;BE;2599822.199;1198066.771;de;01.07.2008
Wabern;3084;0;Köniz;355;BE;2601085.715;1196731.983;de;01.07.2008
Spiegel b. Bern;3095;0;Köniz;355;BE;2599668.845;1197099.994;de;01.07.2008
Liebefeld;3097;0;Köniz;355;BE;2598660.969;1197754.257;de;01.07.2008
Köniz;3098;0;Köniz;355;BE;2599689.74;1195748.012;de;01.07.2008
Köniz;3098;0;Köniz;355;BE;2599792.374;1197685.958;de;01.07.2008
Schliern b. Köniz;3098;1;Köniz;355;BE;2599144.026;1195009.018;de;01.07.2008
Gasel;3144;0;Köniz;355;BE;2598130.114;1193862.275;de;01.07.2008
Niederscherli;3145;0;Köniz;355;BE;2596614.522;1192689.465;de;01.07.2008
Mittelhäusern;3147;0;Köniz;355;BE;2594877.302;1191293.85;de;01.07.2008
Niederwangen b. Bern;3172;0;Köniz;355;BE;2595389.08;1196755.248;de;01.07.2008
Oberwangen b. Bern;3173;0;Köniz;355;BE;2593706.569;1195647.065;de;01.07.2008
Thörishaus;3174;0;Köniz;355;BE;2593104.962;1194375.794;de;01.07.2008
Gümligen;3073;0;Muri bei Bern;356;BE;2605217.279;1198228.189;de;01.07.2008
Muri b. Bern;3074;0;Muri bei Bern;356;BE;2603635.902;1197279.796;de;01.07.2008
Worb;3076;0;Muri bei Bern;356;BE;2606006.937;1199020.623;de;01.07.2008
Zimmerwald;3086;0;Oberbalm;357;BE;2599930.344;1191808.688;de;01.07.2008
Oberbalm;3096;0;Oberbalm;357;BE;2597861.925;1190422.29;de;01.07.2008
Niederscherli;3145;0;Oberbalm;357;BE;2596126.356;1192266.539;de;01.07.2008
Mittelhäusern;3147;0;Oberbalm;357;BE;2596007.155;1189511.072;de;01.07.2008
Stettlen;3066;0;Stettlen;358;BE;2606383.906;1200211.939;de;01.07.2008
Boll;3067;0;Stettlen;358;BE;2607469.11;1201299.759;de;01.07.2008
Worb;3076;0;Stettlen;358;BE;2606382.412;1199144.038;de;01.07.2008
Stettlen;3066;0;Vechigen;359;BE;2608418.098;1202625.185;de;01.07.2008
Boll;3067;0;Vechigen;359;BE;2608650.501;1202061.36;de;01.07.2008
Utzigen;3068;0;Vechigen;359;BE;2611185.929;1201716.667;de;01.07.2008
Worb;3076;0;Vechigen;359;BE;2607203.68;1199037.784;de;01.07.2008
Bigenthal;3513;0;Vechigen;359;BE;2613220.974;1202098.387;de;01.07.2008
Hinterkappelen;3032;0;Wohlen bei Bern;360;BE;2595394.602;1201955.845;de;01.07.2008
Wohlen b. Bern;3033;0;Wohlen bei Bern;360;BE;2593450.126;1202687.228;de;01.07.2008
Murzelen;3034;0;Wohlen bei Bern;360;BE;2590332.616;1202899.377;de;01.07.2008
Frieswil;3035;0;Wohlen bei Bern;360;BE;2588921.671;1204559.375;de;01.07.2008
Detligen;3036;0;Wohlen bei Bern;360;BE;2588298.275;1202799.713;de;01.07.2008
Herrenschwanden;3037;0;Wohlen bei Bern;360;BE;2597716.532;1202130.933;de;01.07.2008
Ortschwaben;3042;0;Wohlen bei Bern;360;BE;2596208.517;1204980.269;de;01.07.2008
Uettligen;3043;0;Wohlen bei Bern;360;BE;2595799.48;1203938.837;de;01.07.2008
Innerberg;3044;2;Wohlen bei Bern;360;BE;2590444.394;1205009.688;de;01.07.2008
Meikirch;3045;0;Wohlen bei Bern;360;BE;2595599.702;1205504.005;de;01.07.2008
Säriswil;3049;0;Wohlen bei Bern;360;BE;2592102.472;1204585.097;de;01.07.2008
Zollikofen;3052;0;Zollikofen;361;BE;2601116.76;1205068.372;de;01.07.2008
Worblaufen;3048;0;Ittigen;362;BE;2601760.174;1202898.62;de;01.07.2008
Ittigen;3063;0;Ittigen;362;BE;2603041.825;1203270.551;de;01.07.2008
Ittigen;3063;0;Ostermundigen;363;BE;2603568.848;1202058.475;de;01.07.2008
Bolligen;3065;0;Ostermundigen;363;BE;2604129.752;1201728.279;de;01.07.2008
Stettlen;3066;0;Ostermundigen;363;BE;2605505.381;1201041.159;de;01.07.2008
Ostermundigen;3072;0;Ostermundigen;363;BE;2604100.672;1200268.248;de;01.07.2008
Gümligen;3073;0;Ostermundigen;363;BE;2605362.87;1199927.215;de;01.07.2008
Biel/Bienne;2502;0;Biel/Bienne;371;BE;2585367.237;1221241.193;multiple;01.07.2008
Biel/Bienne;2503;0;Biel/Bienne;371;BE;2586337.721;1220093.983;multiple;01.07.2008
Biel/Bienne;2504;0;Biel/Bienne;371;BE;2588171.281;1222829.644;multiple;01.07.2008
Biel/Bienne;2505;0;Biel/Bienne;371;BE;2583148.837;1220325.756;multiple;01.07.2008
Magglingen/Macolin;2532;0;Biel/Bienne;371;BE;2582895.192;1220798.686;multiple;01.07.2008
Magglingen/Macolin;2532;0;Evilard;372;BE;2582857.716;1221326.395;multiple;01.07.2008
Evilard;2533;0;Evilard;372;BE;2584531.019;1222192.503;fr;01.07.2008
Arch;3296;0;Arch;381;BE;2599543.352;1224282.843;de;01.07.2008
Studen BE;2557;0;Büetigen;382;BE;2590982.805;1217870.469;de;01.07.2008
Büetigen;3263;0;Büetigen;382;BE;2592071.771;1217240.293;de;01.07.2008
Büren an der Aare;3294;0;Büren an der Aare;383;BE;2594749.795;1220389.977;de;01.07.2008
Diessbach b. Büren;3264;0;Diessbach bei Büren;385;BE;2594408.425;1217343.987;de;01.07.2008
Dotzigen;3293;0;Dotzigen;386;BE;2593195.103;1219773.748;de;01.07.2008
Büren an der Aare;3294;0;Dotzigen;386;BE;2593640.329;1221007.448;de;01.07.2008
Lengnau BE;2543;0;Lengnau (BE);387;BE;2594420.684;1225746.866;de;01.07.2008
Leuzigen;3297;0;Leuzigen;388;BE;2602310.836;1224455.025;de;01.07.2008
Meienried;3294;2;Meienried;389;BE;2592596.093;1220679.465;de;01.07.2008
Meinisberg;2554;0;Meinisberg;390;BE;2593563.458;1223431.968;de;01.07.2008
Oberwil b. Büren;3298;0;Oberwil bei Büren;391;BE;2598090.548;1220135.872;de;01.07.2008
Pieterlen;2542;0;Pieterlen;392;BE;2591602.684;1224980.395;de;01.07.2008
Rüti b. Büren;3295;0;Rüti bei Büren;393;BE;2598049.834;1222334.431;de;01.07.2008
Wengi b. Büren;3251;0;Wengi;394;BE;2596469.432;1214925.804;de;01.07.2008
Grossaffoltern;3257;0;Wengi;394;BE;2595873.414;1214398.001;de;01.07.2008
Aefligen;3426;0;Aefligen;401;BE;2608357.516;1216038.823;de;01.07.2008
Alchenstorf;3473;0;Alchenstorf;402;BE;2615528.264;1219118.552;de;01.07.2008
Bäriswil BE;3323;0;Bäriswil;403;BE;2607015.088;1207217.39;de;01.07.2008
Burgdorf;3400;0;Burgdorf;404;BE;2613615.899;1211853.149;de;01.07.2008
Kaltacker;3413;0;Burgdorf;404;BE;2615832.482;1213157.331;de;01.07.2008
Oberburg;3414;0;Burgdorf;404;BE;2614642.744;1209792.61;de;01.07.2008
Wynigen;3472;0;Burgdorf;404;BE;2615653.84;1214568.396;de;01.07.2008
Kirchberg BE;3422;0;Ersigen;405;BE;2611414.424;1215746.62;de;01.07.2008
Ersigen;3423;0;Ersigen;405;BE;2611815.966;1216667.731;de;01.07.2008
Niederösch;3424;0;Ersigen;405;BE;2613825.225;1218182.19;de;01.07.2008
Oberösch;3424;2;Ersigen;405;BE;2613220.817;1217167.853;de;01.07.2008
Koppigen;3425;0;Ersigen;405;BE;2612940.194;1219250.118;de;01.07.2008
Rumendingen;3472;2;Ersigen;405;BE;2614428.965;1217497.137;de;01.07.2008
Hasle b. Burgdorf;3415;1;Hasle bei Burgdorf;406;BE;2615357.252;1206976.765;de;01.07.2008
Schafhausen im Emmental;3415;2;Hasle bei Burgdorf;406;BE;2615696.851;1204461.992;de;01.07.2008
Biembach im Emmental;3419;0;Hasle bei Burgdorf;406;BE;2613217.311;1204707.25;de;01.07.2008
Lützelflüh-Goldbach;3432;0;Hasle bei Burgdorf;406;BE;2617491.323;1204920.533;de;01.07.2008
Schwanden im Emmental;3433;0;Hasle bei Burgdorf;406;BE;2618631.746;1203859.811;de;01.07.2008
Bigenthal;3513;0;Hasle bei Burgdorf;406;BE;2613585.79;1203457.372;de;01.07.2008
Heimiswil;3412;0;Heimiswil;407;BE;2617038.896;1211434.785;de;01.07.2008
Kaltacker;3413;0;Heimiswil;407;BE;2618869.908;1213563.399;de;01.07.2008
Rüegsauschachen;3415;3;Heimiswil;407;BE;2615903.651;1208735.466;de;01.07.2008
Affoltern im Emmental;3416;0;Heimiswil;407;BE;2621162.368;1214558.516;de;01.07.2008
Rüegsbach;3418;0;Heimiswil;407;BE;2619658.749;1212161.812;de;01.07.2008
Wynigen;3472;0;Heimiswil;407;BE;2621057.949;1215188.214;de;01.07.2008
Hellsau;3429;3;Hellsau;408;BE;2615979.602;1221357.002;de;01.07.2008
Hindelbank;3324;0;Hindelbank;409;BE;2608089.185;1210324.514;de;01.07.2008
Mötschwil;3324;2;Hindelbank;409;BE;2609841.972;1210754.527;de;01.07.2008
Hettiswil b. Hindelbank;3325;0;Hindelbank;409;BE;2610292.032;1209854.902;de;01.07.2008
Lyssach;3421;0;Hindelbank;409;BE;2610766.519;1211129.814;de;01.07.2008
Höchstetten;3429;2;Höchstetten;410;BE;2614777.034;1221504.775;de;01.07.2008
Kernenried;3309;0;Kernenried;411;BE;2608548.428;1213087.814;de;01.07.2008
Burgdorf;3400;0;Kirchberg (BE);412;BE;2614240.284;1213495.568;de;01.07.2008
Kirchberg BE;3422;0;Kirchberg (BE);412;BE;2612367.116;1214167.074;de;01.07.2008
Koppigen;3425;0;Koppigen;413;BE;2612624.398;1220310.92;de;01.07.2008
Hettiswil b. Hindelbank;3325;0;Krauchthal;414;BE;2608951.004;1208287.938;de;01.07.2008
Krauchthal;3326;0;Krauchthal;414;BE;2609707.823;1205898.865;de;01.07.2008
Hindelbank;3324;0;Lyssach;415;BE;2609006.659;1211655.536;de;01.07.2008
Lyssach;3421;0;Lyssach;415;BE;2610867.257;1213006.433;de;01.07.2008
Alchenflüh;3422;2;Lyssach;415;BE;2610391.806;1214126.01;de;01.07.2008
Oberburg;3414;0;Oberburg;418;BE;2613006.442;1207794.204;de;01.07.2008
Lyssach;3421;0;Oberburg;418;BE;2611622.898;1210859.493;de;01.07.2008
